ProductID,Product Name,Description,List Price,Sale Price,Brand,Category,Dept,Sub-Category,SKU
688,Mirage 625-SV LV12 Crystal and Silver Spikes Dog Collar Lavender - Size 12,Mirage 625-SV LV12 Crystal and Silver Spikes Dog Collar Lavender - Size 12|Crystal and Silver Spikes Dog Collar Lavender - 12,15.74,15.74,625-SV LV12,Dogs,Pets,Dog Collars & Leashes,4609
689,"[KLAIRS] x Between Mochi BB Cushion Pact SPF 40, 15g","[KLAIRS] x Between Mochi BB Cushion Pact SPF 40, 15g Another upgrade to the Mochi BB.The KLAIRS all-time best-seller Mochi BB has been improved with a light finish,long-lasting coverage that fights sweat and oils all day so you don't have to.Fill the lacking and improve the good things with the upgraded Mochi BB cushion. A refreshing finish like a powderThe Mochi BB Cushion is designed as a balm-type product rather than a liquid To fill in the pores for a silky smooth finish. Say goodbye to dull, oily, dark skin with the Mochi BB Cushion And enjoy clean, refreshing makeup this summer! Maintaining KLAIRS signature natural colorThe Mochi BB Cushion has an apricot-beige tone That complements both yellow and red skin in a natural way. It neutralizes the redness of the skin for a comfortable and healthy look While color-correcting and brightening dull, discolored skin tone. Use the Mochi BB Cushion in 3 different ways.Moisture or coverage ? you get to choose! 1. I want full hydration. (coverage 2 / easy)Simply use after opening. 2. I want coverage and glow. (coverage 3.5 / moderate)After opening, use a cotton swab or a spatula to press down the sponge for about 1 minute.This allows the sponge to absorb the heavy balm-type formula to increase the coverage.Although the sponge may look like it’s soaked, hold it for a minute for the full effect! 3. If your priority lies in coverage with a matte finish. (coverage 5 / difficult) After opening, follow the directions as the pictures below specify.1) Open the product and prepare a clean set of hands, tweezers, and a spatula.|[KLAIRS] x Between Mochi BB Cushion Pact SPF 40, 15g",35.05,35.05,Klairs,Featured Brands,Premium Beauty,Klairs,4354
690,Replacement for PERKIN ELMER AANALYST 400 HOLLOW CATHODE LAMP YTTRIUM Y, Manufacturer: CHOSEN SUPPLIES |Replacement for PERKIN ELMER AANALYST 400 HOLLOW CATHODE LAMP YTTRIUM Y,686.57,686.57,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,8769
691,"China Glaze Nail Polish, Heli-Yum, 0.5 Oz","One-of-a-kind formula contains a special balance of polymers, to maintain color, shine and luster, and resins, to enhance flexibility and adhesion, that work together to create a nail lacquer that is chip-resistant, long lasting and durable.|China Glaze Nail Polish, Heli-Yum, 0.5 Oz",10.29,10.29,China Glaze,Makeup,Beauty,Nails,4382
692,"Powder Mineral Brush,Black Gold Oversized Makeup Brush Blush Loose Powder Shadow Brush,Blush Powder Shadow Brush","Makeup brush blush loose powder shadow brush Features: Brush Use &amp; Care Tips 1. Dry the brush thoroughly before using it to apply products.2. Well cleaned brushes create the best makeup results. We suggest using a brush cleanser to wash them every week if used daily. Here are some step-by-step instructions: 1. Hold bristles face down, run under lukewarm(NEVER HOT) water.2. Gently squeeze out excess water.3. Apply a dime size of mild soap/shampoo and olive oil into your palm and massage the bristle in a circular motion under water until runs clear, careful not to submerge the bristles.4. Gently squeeze out any excess water using a clean towel.5. Air dry in an open space.6. Deep clean weekly.NERVER SOAK the makeup brushes in the warter! (Soak brushes into water will lead to bristles fall apart easily.|The powder makeup brush with large, fluffy and dense head,perfect for applying and setting face makeup base with full coverage of powders, minerals as well as a flawless finish Plush synthetic bristles are ultra soft, cruelty free, safe for sensitive skin, anti-bacteria, do not absorb makeup products, easy for cleaning and maintaining Hand-cut hairs with the perfect shape, allow for even and precise application",6.84,6.84,Oak Leaf,Makeup,Beauty,Tools & Accessories,3116
693,"Natura + Drainable Pouch with InvisiClose, Transparent, Standard 57mm, 2-1/4"" Model #: 51416421 Qty of 10","Natura + Drainable Pouch with InvisiClose, Transparent, Standard 57mm, 2-1/4&quot; Model #: 51416421 Qty of 10|Natura + Drainable Pouch With Invisiclose, Transparent, Standard 57mm, 2-1/4&quot;",31.08,31.08,CONVATEC,Incontinence,Personal Care,All Incontinence,6538
694,Replacement for RJK 7512 WFL replacement light bulb lamp, Volts: 12 Watts: 75 Amps: 6.250 Bulb Shape: MR16 Color: 3000 Manufacturer: CHOSEN SUPPLIES |Replacement for RJK 7512 WFL replacement light bulb lamp,32.5,32.5,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,9718
695,Replacement for LEXUS GS430 YEAR 2006 FRONT TURN SIGNAL 10 PACK replacement light bulb lamp, Volts: 13.50 Watts: 24.98 Amps: 1.850 Bulb Shape: T6 Manufacturer: LEXUS |Replacement for LEXUS GS430 YEAR 2006 FRONT TURN SIGNAL 10 PACK replacement light bulb lamp,51.9,51.9,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,9381
696,"Buckle-Down Martingale Dog Collar - Splatter Black White - 1"" Wide - Fits 15-26"" Neck Size - Large","Your dog will be the talk of the town when people notice they're wearing this awesome Martingale Dog Collar! Made from high-density polyester and durable steel components, this collar is built to last. This collar is the perfect pet training tool. It features beautiful artwork dyed into the fabric, which won't fade. This product is Made in the USA by Buckle-Down, Inc. and is officially licensed by Buckle-Down.| Fits 18-32&quot; neck size and is 1.5&quot; wide. The martingale collar provides pressure relief on your dogs trachea by distributing even pressure around the neck when pulled. It features beautiful vibrant artwork. The collar is made from high-density polyester and a plastic clip which is overengineered in thickness, ensuring it will hold up to whatever your pet can dish out. ",34.99,29.99,Buckle-Down,Dogs,Pets,Dog Collars & Leashes,7775
697,Replacement for S7401/TF 13 WATT R20 COMPACT FLUORESCENT 2700K 82 CRI MEDIUM BASE 120 VOLTS SHATTER PROOF, Manufacturer: CHOSEN SUPPLIES |Replacement for S7401/TF 13 WATT R20 COMPACT FLUORESCENT 2700K 82 CRI MEDIUM BASE 120 VOLTS SHATTER PROOF,35.35,35.35,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,4212
698,Replacement for GE HEALTHCARE 28-9354-93, Manufacturer: CHOSEN SUPPLIES |Replacement for GE HEALTHCARE 28-9354-93,1070.79,1070.79,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,6734
699,"4 Pack - K-Y Liquibeads Vaginal Moisturizer, 6 Beads","Pack of 4 for the UPC: 067981160468From the #1 Doctor recommended and most trusted personal lubricant brand, and vaginal dryness. K-Y Liquibeads Vaginal Moisturizer lubricant feels like your own natural moisture and allows you the freedom to be spontaneous! K-Y Liquibeads Vaginal Moisturizer come in an ovule insert form for less mess! Vaginal moisturizer insert aids in relief of vaginal dryness Feels like your own natural moisture Allows you the freedom to be spontaneous Ovule insert form for less mess #1 Doctor Recommended Brand Ingredients: Dimethicone, Dimethiconol, Gelatin, Glycerin|4 Pack - K-Y Liquibeads Vaginal Moisturizer, 6 Beads",48.73,48.73,K-Y,Feminine Care,Personal Care,All Feminine Care,1669
700,Guinea Pig Smelling Flower Printed Bookmark with Tassel,Original Bookmarks. Guinea Pig Smelling Flower Printed Bookmark with Tassel.|Guinea Pig Smelling Flower Printed Bookmark with Tassel,34.99,34.99,,Learning Toys,Toys,Learning Books,3561
701,Coastal Pet Single Nylon Collar - Blue 14 Long x 5/8 Wide - Pack of 2,"This collar consists of 3/8&quot; nylon and is best suited for cats, puppies, and other small pets.Coastal's high quality nylon is specially processed to prevent fraying and increase the strength.All nylon products are carefully and neatly finished for comfort, appeal and durability.This is an offering for multi quantity bundle - 2 count|Coastal Pet Single Nylon Collar - Blue 14 Long x 5/8 Wide - Pack of 2",21.72,21.72,Coastal Pet,Dogs,Pets,Dog Collars & Leashes,3038
702,"Day-lee Foods, Inc Crazy Cuizine Honey Sriracha Chicken","| Chicken Bites, Honey Sriracha Battered chicken breast with rib meat &amp; honey sriracha sauce. Premium Asian style entrees. Restaurant quality. Crazy quick! Crazy good! Fully cooked - Heat &amp; serve. Make delicious entrees, appetizers &amp; sides (see back panel). Ready to eat in just minutes. Inspected for wholesomeness by US Department of Agriculture. Inspired by authentic Chinese, Japanese, and Korean dishes, Crazy Cuizine entrees are delicious and ready to serve in minutes! Just pair them up with vegetables, rice, or other side dishes - for a meal the whole family will love! These family style meals are quicker and a better value than Chinese take-out - and ready to go right from your freezer, whenever you want them. Bring the family together with Crazy Cuizine. Additional Serving Suggestions: sriracha chicken pasta; sriracha chicken lettuce wraps; sweet sriracha chicken torta (sandwich). For recipes and more meal ideas, scan the code or go to crazycuizine.com/recipes. Come get crazy with us! Crazy deals, diversions &amp; delights that you just won't believe! Go to - crazycuizine.com. Make it an Asian feast with Crazy Cuizine! Like us on Facebook, Tweet us on Twitter! Facebook. Twitter. Visit our website for more information: www.crazycuizine.com. Day-Lee pride. Your questions and comments are important. Call toll free at 1-800-375-8431, 8 am - 5 pm PST. ",,,"DAY-LEE FOODS, INC","Meal Solutions, Grains & Pasta",Food,Boxed Meals,4758
703,Sylvania 64770 - MP350/400/C/PS/BU-ONLY 350 watt Metal Halide Light Bulb,"350/400 dual wattage - BT37 - Exclusionary Mogul Screw (EX39) Base - 3,500K - Coated - High Output - Reduced Color Shift - Pulse Start | Sylvania Metal Halide HID Light Bulb| Color/Finish: Coated Color Temperature: 3,500K Average Lifetime: 20000 hours Lumens (light output): 32000 CRI: 70 ",39.99,39.99,Sylvania,Light Bulbs,Household Essentials,All Light Bulbs,7613
704,Replacement for PLYMOUTH RELIANT YEAR 1991 BACK UP LIGHT 10 PACK replacement light bulb lamp, Volts: 12.80 Watts: 26.88 Amps: 2.100 Bulb Shape: S8 Manufacturer: CHOSEN SUPPLIES |Replacement for PLYMOUTH RELIANT YEAR 1991 BACK UP LIGHT 10 PACK replacement light bulb lamp,40.85,40.85,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,7267
705,3 PET KING RAWHIDE BRAIDED WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS,3 PET KING RAWHIDE BRAIDED WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS 3 PET KING RAWHIDE BRAIDED WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS 3 PET KING RAWHIDE WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS|3 PET KING RAWHIDE BRAIDED WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS 3 PET KING RAWHIDE BRAIDED WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS 3 PET KING RAWHIDE WHITE BONES 8 TREATS CLEANS TEETH STRENGTHENS GUMS 0,5.43,5.43,Pet King,Dogs,Pets,Dog Health Care,5757
706,Bardex lubricath 2-way foley catheter 18 fr 30 cc part no. 0166l18 (1/ea),"Bard home health div bardex lubricath 2-way foley catheter 18 fr 30 cc, hydrogel coating, sterile part no. 0166l18 (1/each)|Bardex lubricath 2-way foley catheter 18 fr 30 cc part no. 0166l18 (1/ea)",28.59,28.59,Bard Home Health Div,Incontinence,Personal Care,All Incontinence,4690
707,billyboards Porcelain School Chalkboard,Features: -Magnets will stick to the writing panel. -Chalk tray on long side. Product Type: -Chalkboard. Mount Type: -Wall Mounted. Magnetic: -Yes. Application: -Home/Commercial/Retail. Country of Manufacture: -United States. Surface Material: -Porcelain. Frame Type: -Framed. Frame Material: -Wood. Dimensions: -2.5&quot; Wide real wood frame. Overall Thickness: -2.25&quot;. Size 2' H x 3' W - Overall Height - Top to Bottom: -24&quot;. Size 2' H x 3' W - Overall Length - Side to Side: -36&quot;. Size 2' H x 3' W - Overall Product Weight: -15 lbs. Size 2' 6&quot; H x 2' 6&quot; W - Overall Height - Top to Bottom: -30&quot;.|BLYB1000 Features Magnets will stick to the writing panel Chalk tray on long side Product Type: Chalkboard Mount Type: Wall Mounted Magnetic: Yes Application: Home/Commercial/Retail Country of Manufacture: United States Surface Material: Porcelain Frame Type: Framed Frame Material: Wood Dimensions 2.5&quot; Wide real wood frame Overall Thickness: 2.25&quot; Size 2' H x 3' W Overall Height - Top to Bottom: 24&quot; Overall Length - Side to Side: 36&quot; Overall Product Weight: 15 lbs Size 2' 6&quot; H x 2' 6&quot; W Overall Height - Top to Bottom: 30&quot; ,481.4,481.4,,Boards & Easels,Office,Chalkboards,8817
708,Plastic Pet Puppy Dog Cat Hair Grooming Shedding Brush Comb Black Yellow,"Removes dead loose and shedding pet hair. Keeps your pet well-groomed. The comb can prevent hair entanglement, so that make your pet hair more supple and shiny. It also can improve skin resistance and relieve fatigue. The direction should start from the neck to the shoulder, back, chest, waist, abdomen, hindquarters, head, limbs and tail. |Size: 21.5 x 6 x 2.5cm/ 8.5&quot; x 2.4&quot; x 1&quot;(L*W*H); Color: Black,Yellow Package Content: 1 x Pet Grooming Brush; Material: Plastic Product Name: Pet Grooming Brush Net Weight: 97g Handle Size: 11 x 3 x 1cm/ 4.3&quot; x 1.2&quot; x 0.4&quot;(L*W*T)",16.99,8.09,Unique Bargains,Dogs,Pets,Dog Grooming,1439
709,Skin Decal For Beats By Dr. Dre Beats Pill Plus / Red Pink Chevron,Its A Skin-made in the USA using high quality vinyl. Super rich colors with a matte lamination provide a great look and added protection against minor scratches. Leaves no sticky residue behind.|Made in the U.S.A. | 30-day Money back Guarantee | 100% Satisfaction Guaranteed with every order | Extremely Fast Shipping | Highest Quality Skins on the market today,9.95,9.95,Itsaskin,Home Health Care,Health,Daily Living Aids,9326
